Date,State,Doc Link,Type,ID,Company / Producer,Cultivator,,Product,Notes
7/8/2021,Nevada,https://ccbnvdev.wpengine.com/wp-content/uploads/2021/07/Corrected-CCB-Public-Health-and-Safety-Bulletin-2021-1.pdf,Mandatory,44385NevadaWyld,Wyld,,,,
07/13/2021,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,44390WashingtonClandestine Consulting,Clandestine Consulting,,,,
07/20/2021,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,44397WashingtonOMG Sykes,OMG Sykes,,,,
09/21/2021,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2021/nr092121-Cannabis-Product-Recall-Cura-Select-CBD.pdf,Mandatory,44460OregonSelect (Curaleaf),Select (Curaleaf),,,,
9/24/2021,Michigan,https://www.michigan.gov/cra/-/media/Project/Websites/cra/bulletin/1Public-Health-an-Safety-Advisory/DRAFTMichiganMedicalMarijuanaLLCAUGB000128DBAGLOPublicHealthandSafetyAdvisoryBulletinDHv27366207.pdf?rev=42d521521a1b4f6ca7b5742950b7b737&hash=A28C8FE63CCDA3BC7D26D84CCFC21BC6,Mandatory,"44463MichiganMichigan Medical Marijuana, LLC","Michigan Medical Marijuana, LLC",,,,
09/24/2021,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2021/nr092421-Cannabis-Product-Recall-Expanded-Cura-Select-THC.pdf,Mandatory,44463OregonSelect (Curaleaf),Select (Curaleaf),,,,
10/15/2021,Colorado,https://sbg.colorado.gov/sites/sbg/files/Health_and_Safety_Advisory_The_Chronic_Factory_LLC.pdf,Mandatory,44484ColoradoThe Chronic Factory LLC,The Chronic Factory LLC,,,,
11/5/2021,Nevada,https://ccbnvdev.wpengine.com/wp-content/uploads/2021/11/Public-Health-and-Safety-Bulletin-2021-2-for-release.pdf,Mandatory,"44505NevadaKindibles, LLC","Kindibles, LLC",,,,
11/11/2021,Arizona,https://www.azdhs.gov/director/public-information-office/index.php#news-release-111121,Voluntary,44511ArizonaBaked Bros / Toasted,Baked Bros / Toasted,,,,
11/12/2021,Florida,https://www.floridahealth.gov/_documents/newsroom/press-releases/2021/11/20211108-cur-press-release.pdf,Mandatory,44512FloridaCuraleaf,Curaleaf,,,,
11/17/2021,Michigan,https://www.michigan.gov/cra/-/media/Project/Websites/cra/bulletin/1Public-Health-an-Safety-Advisory/111821_Notification_of_Marijuana_Product_Recall_Viridis_Bulletin_Update_741566_7.pdf?rev=17c593bdbd564a1ca1cf589fafdec38b&hash=9AEC302EDA4DC8C5E87097379BFC1A7D,Mandatory,44517MichiganViridis,Viridis,,,,
11/18/2021,Colorado,https://drive.google.com/file/d/1ap4Pkw4aJxhvzy9G0tbZNkViwE69_6Ry/view?usp=sharing,Mandatory,44518ColoradoFIRST CLASS LLC,FIRST CLASS LLC,,,,
12/08/2021,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/Health_and_Safety_Advisory_Tree_Farmers_LLC_211208.pdf,Mandatory,44538ColoradoTree Farmers LLC,Tree Farmers LLC,,,,
12/10/2021,Illinois,https://chicago.suntimes.com/2021/12/10/22821308/marijuana-regulation-illinois-legal-weed-mag-landrace-consumers-cannabis-industry,Shady,44540IllinoisVerano Holdings,Verano Holdings,,,,
12/14/2021,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/Health_and_Safety_Advisory_211214_REVISED_HSA_Innovative_Fusion_LLC.pdf,Mandatory,44544ColoradoInnovative Fusion LLC,Innovative Fusion LLC,,,,
1/26/2022,California,https://cannabis.ca.gov/resources/cannabis-recalls-and-safety-notices/,Mandatory,44587CaliforniaClaybourne Co. Head Banger,Claybourne Co. Head Banger,,,,
2/2/2022,Colorado,https://docs.google.com/document/d/1S_40b2SJe9L_ZeHc-fK7Klq19YMnDROTX3cy81itYks/edit,Mandatory,"44594ColoradoDJR Colorado, LLC","DJR Colorado, LLC",,,,
02/17/2022,Massachusetts,https://masscannabiscontrol.com/2022/02/cannabis-control-commission-alerts-the-public-to-quarantine-order-requiring-ack-natural-llc-to-recall-its-marijuana-and-marijuana-products/,Mandatory,"44609MassachusettsACK Natural, LLC","ACK Natural, LLC",,,,
2/28/2022,Colorado,https://drive.google.com/file/d/1I-nbQQyv4UKLNghmjmbliC_WVa8fkpeJ/view,Mandatory,"44620ColoradoJEM Dutch Acres, LLC","JEM Dutch Acres, LLC",,,,
3/4/2022,Nevada,https://ccbnvdev.wpengine.com/wp-content/uploads/2022/03/Public-Health-and-Safety-Bulletin-2022-01-for-release.pdf,Mandatory,44624NevadaNLVG,NLVG,,,,
3/11/2022,Colorado,https://sbg.colorado.gov/sites/sbg/files/Health_and_Safety_Advisory_LivWell_I_LLC_403R-00252.pdf,Mandatory,44631ColoradoLivWell,LivWell,,,,
3/28/2022,New Mexico,https://www.cannabisbusinesstimes.com/news/new-mexico-issues-recall-medical-cannabis-sacred-garden/,Mandatory,44648New MexicoSacred Garden,Sacred Garden,,,,
3/30/2022,Nevada,https://ccbnvdev.wpengine.com/wp-content/uploads/2022/03/Public-Health-and-Safety-Bulletin-2022-02-for-release.pdf,Voluntary,"44650NevadaTHC Production, LLC","THC Production, LLC",,,,
4/20/2022,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/220420Final_Fresh_Baked_LLC_403R-00250_HSA.pdf,Mandatory,"44671ColoradoFresh Baked, LLC","Fresh Baked, LLC",,,,
5/3/2022,Colorado,https://sbg.colorado.gov/sites/sbg/files/220503_HSA_Canna_Meds_Wellness_Center_LLC.pdf,Mandatory,44684ColoradoCanna Meds Wellness Center LLC,Canna Meds Wellness Center LLC,,,,
5/18,Colorado,https://sbg.colorado.gov/sites/sbg/files/220518_Fresh_Baked_LLC_403R-00250_HSA_2.pdf,Mandatory,"44699ColoradoFresh Baked, LLC","Fresh Baked, LLC",,,,
5/19/2022,Oklahoma,https://oklahoma.gov/content/dam/ok/en/omma/docs/2022/2022.05.19_Recall%20Product%20List.pdf,Mandatory,44700OklahomaScale Laboratories,Scale Laboratories,,,,
7/14/2022,Colorado,https://sbg.colorado.gov/sites/sbg/files/220714_Dune_Valley_Farms_LLC_403R-00850_HSA.pdf,Mandatory,"44756ColoradoDune Valley Farms, LLC","Dune Valley Farms, LLC",,,,
7/22/22,Colorado,https://sbg.colorado.gov/sites/sbg/files/220722_Informational_%20Notification_RE_Adverse_Health_Events_Reported_Related_to_1906_Midnight_Drops.pdf,Mandatory,"44764ColoradoSima Sciences, LLC / 1906","Sima Sciences, LLC / 1906",,,,
8/12/2022,New York,https://www.syracuse.com/marijuana/2022/08/curaleaf-forced-to-remove-thousands-of-medical-marijuana-products-from-ny-dispensaries.html?e=ba462af342cab4070905a0f77a2ed0c5&utm_source=Sailthru&utm_medium=email&utm_campaign=Cannabis%208.12.22%20AM&utm_term=Newsletter_cannabis,Mandatory,44785New YorkCuraleaf,Curaleaf,,,,
08/18/2022,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2022/nr081822-Cannabis-Product-Advisory-Dark-Horse.pdf,Mandatory,44791OregonYHN,YHN,,,,
8/31/2022,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,44804WashingtonStirling Horticulture,Stirling Horticulture,,,,
9/16/2022,Oklahoma,https://oklahoma.gov/content/dam/ok/en/omma/docs/2022/2022.09.16_Emergency%20Order%20of%20Embargo%20and%20Recall.pdf,Mandatory,44820OklahomaSeveral,Several,,,,
9/28/2022,California,https://cannabis.ca.gov/resources/cannabis-recalls-and-safety-notices/,Mandatory,44832CaliforniaRefined Xtraction,Refined Xtraction,,,,
10/12/22,Colorado,https://sbg.colorado.gov/sites/sbg/files/221012_HSA_Beyond_Broadway_LLC.pdf,Mandatory,44846ColoradoLivWell,LivWell,,,,
10/13/2022,California,https://cannabis.ca.gov/resources/cannabis-recalls-and-safety-notices/,Voluntary,44847CaliforniaMetta Distribution,Metta Distribution,,,,
10/19/2022,New York,https://www.syracuse.com/marijuana/2022/10/curaleaf-recalls-over-marijuana-labeling-piling-up-in-new-york.html,Mandatory,44853New YorkCuraleaf,Curaleaf,,,,
10/26/22,Colorado,https://sbg.colorado.gov/sites/sbg/files/221026_SDJ_LLC_HSA.docx.pdf,Mandatory,"44860ColoradoSDJ, LLC","SDJ, LLC",,,,
10/28/2022,Massachusetts,https://masscannabiscontrol.com/2021/10/quarantine-order-g-l-c-94g-%c2%a7%c2%a7-4axi-and-xix-935-cmr-500-340-quarantine-order-and-935-cmr-501-340-quarantine-order/,Mandatory,"44862MassachusettsACK Natural, LLC","ACK Natural, LLC",,,,
11/10/2022,Arizona,https://www.azdhs.gov/director/public-information-office/index.php#news-release-111022,Voluntary,44875ArizonaPP Wellness,PP Wellness,,,,
11/10/2022,Oregon,https://www.oregon.gov/olcc/Docs/Bubbly-Recall.pdf,Voluntary,44875OregonMagic Bubbly,Magic Bubbly,,,,
11/15/2022,Michigan,https://www.michigan.gov/cra/-/media/Project/Websites/cra/bulletin/1Public-Health-an-Safety-Advisory/Public-Health-and-Safety-Advisory---Marijuana-Consumer-Alert---111522-(002).pdf?rev=5e161e5217be4e92aa3a647108dae628&hash=0DDBB7A9E318F9D54E6D8A6721BAF240,Mandatory,44880MichiganMoonrock Blunt,Moonrock Blunt,,,,
11/23/22,Colorado,https://sbg.colorado.gov/sites/sbg/files/221123_HSA_Beddor_Claude_LLC.docx.pdf,Mandatory,44888ColoradoBeddor Claude LLC,Beddor Claude LLC,,,,
12/02/2022,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2022/nr120222-Cannabis-Product-Recall-Pesticide-Bobsled-QuantumAlchemy.pdf,Mandatory,44897OregonBobsled / Quantum Alchemy,Bobsled / Quantum Alchemy,,,,
12/15/22,Colorado,https://sbg.colorado.gov/sites/sbg/files/221215_HSA_240_Arthur_Avenue_LLC.pdf,Mandatory,44910Colorado240 Arthur Avenue LLC,240 Arthur Avenue LLC,,,,
12/15/2022,Oregon,https://www.oregon.gov/olcc/Docs/Recall-Notice-Oregon-Original-Chocowana-Bar.pdf,Voluntary,44910OregonChocowana Bar,Chocowana Bar,,,,
12/23/2022,California,https://cannabis.ca.gov/resources/cannabis-recalls-and-safety-notices/,Voluntary,"44918CaliforniaLakewood Libations, Inc.","Lakewood Libations, Inc.",,,,
1/5/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/FINAL_HSA_Jolet_Ventures_403R-00132.pdf,Mandatory,44931ColoradoJolet Ventures LLC,Jolet Ventures LLC,,,,
1/5/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/FINAL_HSA_Sissco_LLC_403-00840_403R-00333.pdf,Mandatory,44931ColoradoSISSCO LLC,SISSCO LLC,,,,
01/12/2023,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2023/nr011223-Cannabis-Product-Recall-Firefly.pdf,Mandatory,"44938OregonPlank Road Laboratories, Inc.","Plank Road Laboratories, Inc.",,,,
01/16/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Mandatory,44942WashingtonPioneer Production and Processing,Pioneer Production and Processing,,,,
1/19/2023,Nevada,https://ccb.nv.gov/wp-content/uploads/2023/02/Public-Health-and-Safety-Bulletin-2023-01-Updated-02-09-23.pdf,Mandatory,"44945NevadaWyld, others","Wyld, others",,,,
01/26/2023,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2023/nr012623-Recall-Notice-Cannabis-PREE-Labs.pdf,Mandatory,44952OregonSwell Companies Limited,Swell Companies Limited,,,,
1/27/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/230126%20Health%20and%20Safety%20Advisory_%20Physician%20Preferred%20Products%20LLC%20%28DBA%20Doc%E2%80%99s%20Apothecary%29.pdf,Mandatory,44953ColoradoPhysician Preferred Products LLC,Physician Preferred Products LLC,,,,
2/2/2023,Vermont,https://ccb.vermont.gov/consumer-protection-warning-holland-cannabis-company,Mandatory,44959VermontHolland,Holland,,,,
02/14/2023,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2023/nr021423-Cannabis-Product-Recall-Firefly-Expansion.pdf,Mandatory,"44971OregonPlank Road Laboratories, Inc.","Plank Road Laboratories, Inc.",,,,
03/03/2023,Alaska,https://www.commerce.alaska.gov/web/Portals/9/pub/HomePage/Press%20Release/Director%20Advisory.administrativehold.3.2.23.final%20(2).pdf,Mandatory,44988AlaskaWill’s World Extracts,Will’s World Extracts,,,,
03/03/2023,Oregon,https://www.oregon.gov/olcc/marijuana/Documents/Avitas-Recall-Notice.pdf,Mandatory,44988OregonAvitas,Avitas,,,,
3/9/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/230309_CORRECTED_Health_and_Safety_Advisory_Green_Street_LLC.pdf,Mandatory,44994ColoradoGreen Street LLC.,Green Street LLC.,,,,
03/15/2023,Oregon,https://www.oregon.gov/olcc/marijuana/Documents/Recall-Notice-Hapy-Kitchen.pdf,Voluntary,45000OregonThe Hapy Kitchen,The Hapy Kitchen,,,,
3/20/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230320_HSA_MJ_Durango.pdf,Mandatory,45005ColoradoMJ Durango LLC,MJ Durango LLC,,,,
3/21/2023,Arizona,https://www.azdhs.gov/director/public-information-office/index.php#news-release-032123,Voluntary,45006ArizonaNature’s Wonder Inc,Nature’s Wonder Inc,,,,
3/23/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230322_Updated_HSA_Carrick-Harvest.docx.pdf,Mandatory,"45008ColoradoCarrick-Harvest, LLC","Carrick-Harvest, LLC",,,,
04/06/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,45022WashingtonOkanogan Gold,Okanogan Gold,,,,
04/06/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,45022WashingtonWalden Cannabis,Walden Cannabis,,,,
04/06/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,45022WashingtonSweet Leaf Sowers,Sweet Leaf Sowers,,,,
04/06/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,45022WashingtonWalden,Walden,,,,
04/06/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,"45022WashingtonKibble Junction,","Kibble Junction,",,,,
4/12/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230412_BBM_Enterprises_LLC_HSA.pdf,Mandatory,"45028ColoradoBBM Enterprises, LLC","BBM Enterprises, LLC",,,,
4/12/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230412_COS_Investments_LLC_HSA.pdf,Mandatory,45028ColoradoCOS Investments LLC,COS Investments LLC,,,,
4/12/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230412_Trinidad_Cultivation_Services_HSA.pdf,Mandatory,45028ColoradoTrinidad Cultivation Services Inc,Trinidad Cultivation Services Inc,,,,
04/13/2023,Oregon,https://www.oregon.gov/olcc/marijuana/Documents/Recall-Notice-Crumble-Apple-Crisp.pdf,Mandatory,45029OregonDutch Gold Extracts,Dutch Gold Extracts,,,,
4/17/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230417_Long_Gone_Farms_HSA.pdf,Mandatory,45033ColoradoLong Gone Farms LLC,Long Gone Farms LLC,,,,
4/22/2023,Nevada,https://ccb.nv.gov/wp-content/uploads/2023/04/Public-Health-and-Safety-Bulletin-2023-02.pdf,Mandatory,45038NevadaCircle S Farms LLC,Circle S Farms LLC,,,,
05/02/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,"45048WashingtonMt. Baker Homegrown, LLC","Mt. Baker Homegrown, LLC",,,,
05/05/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,45051WashingtonBanano Buds,Banano Buds,,,,
5/8/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230508_Big_Mountain_Organics_LLC_HSA.docx.pdf,Mandatory,"45054ColoradoBig Mountain Organics, LLC","Big Mountain Organics, LLC",,,,
5/9/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230509_MJ_Durango_HSA.pdf,Mandatory,45055ColoradoMJ Durango LLC,MJ Durango LLC,,,,
05/09/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,"45055WashingtonMutual Benefit Agriculture, LLC","Mutual Benefit Agriculture, LLC",,,,
05/09/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Voluntary,"45055WashingtonWAWD, LLC","WAWD, LLC",,,,
5/19/2023,California,https://cannabis.ca.gov/resources/cannabis-recalls-and-safety-notices/,Voluntary,45065CaliforniaRCW Manufacturing,RCW Manufacturing,,,,
5/23/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230523_GT_Retail_LLC_HSA.pdf,Mandatory,"45069ColoradoGT Retail, LLC","GT Retail, LLC",,,,
6/1/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230601%20Informational%20Notification%20RE_%20Adverse%20Health%20Events%20Reported%20Related%20to%201906%20Midnight%20Drops.pdf,Mandatory,"45078ColoradoSima Sciences, LLC / 1906","Sima Sciences, LLC / 1906",,,,
6/2/2023,Arizona,https://www.azdhs.gov/director/public-information-office/index.php#news-release-060223,Voluntary,45079ArizonaTruinfusion,Truinfusion,,,,
6/12/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230612%20HSA%20Kind%20Care%20of%20Colorado%20LLC%20402-00841%20%26%20402R-00516.pdf,Mandatory,"45089ColoradoKind Care of Colorado, LLC","Kind Care of Colorado, LLC",,,,
06/20/2023,Oregon,https://www.oregon.gov/olcc/marijuana/Documents/Recall-Notice-Covert-Extracts.pdf,Mandatory,45097OregonOregon Cannabis Collective,Oregon Cannabis Collective,,,,
6/22/23,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230622%20Tumbleweed%20Steamboat%20LLC%20HSA%20memo.pdf,Mandatory,"45099ColoradoTumbleweed Steamboat, LLC","Tumbleweed Steamboat, LLC",,,,
6/23/2023,Nevada,https://ccb.nv.gov/wp-content/uploads/2023/06/CCB-Public-Health-and-Safety-Bulletin-2023-03-6-23-23for-release-1.pdf,Mandatory,45100NevadaPhantom Farms,Phantom Farms,,,,
06/26/2023,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2023/nr062623-Cannabis-Recall.pdf,Mandatory,45103OregonGreenworks Farms / Nectar Markets,Greenworks Farms / Nectar Markets,,,,
7/7/2023,Michigan,https://www.michigan.gov/cra/-/media/Project/Websites/cra/bulletin/1Public-Health-an-Safety-Advisory/Public-Health-and-Safety-Advisory---Voluntary-Recall---Weed-Bar_Final-(772023).pdf?rev=bc225217e56a400b81503d5d0d0b990c&hash=B2C99489BE3B79F7868CBA606C0EC645,Mandatory,"45114MichiganBloomfield Development Group Grow, LLC","Bloomfield Development Group Grow, LLC",,,,
07/14/2023,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2023/nr071323-Cannabis-Arsenic-Recall.pdf,Mandatory,45121OregonBend Cannabis Company,Bend Cannabis Company,,,,
7/24/2023,Arizona,https://www.azdhs.gov/director/public-information-office/index.php#news-release-072423,Mandatory,45131ArizonaGrow Sciences and Soothing Options,Grow Sciences and Soothing Options,,,,
8/24/2023,Arizona,https://www.azdhs.gov/director/public-information-office/index.php#news-release-082323,Mandatory,45162ArizonaGrow Sciences,Grow Sciences,,,,
7/14/2023,California,https://cannabis.ca.gov/2023/07/voluntary-recall-last-minute-venture-llc-cannalean-brand-products/,Voluntary,"45121CaliforniaLast Minute Venture, LLC","Last Minute Venture, LLC",,,,
8/24/2023,Colorado,https://sbg.colorado.gov/sites/sbg/files/documents/230824%20P2C3%2C%20LLC%20HSA%20%20Revised.pdf,Mandatory,"45162ColoradoP2C3, LLC","P2C3, LLC",,,,
7/7/2023,Michigan,https://www.michigan.gov/cra/-/media/Project/Websites/cra/bulletin/1Public-Health-an-Safety-Advisory/Public-Health-and-Safety-Advisory---Voluntary-Recall---Weed-Bar_Final-(772023).pdf?rev=bc225217e56a400b81503d5d0d0b990c&hash=B2C99489BE3B79F7868CBA606C0EC645,Voluntary,45114MichiganGolden Shores Cannabis Company,Golden Shores Cannabis Company,,,,
7/21/2023,Michigan,https://www.michigan.gov/cra/-/media/Project/Websites/cra/bulletin/1Public-Health-an-Safety-Advisory/Public-Health-and-Safety-Advisory---Marijuana-Consumer-Alert--Flight-Vapes--FINAL.pdf?rev=6040378ee85e454eab531e551e37528e&hash=3D6029D6929D54E9C5040E382B6A1572,Voluntary,"45128MichiganSky Labs, LLC","Sky Labs, LLC",,,,
7/13/2023,Oregon,https://www.oregon.gov/olcc/Docs/news/news_releases/2023/nr071323-Cannabis-Arsenic-Recall.pdf,Mandatory,45120OregonBend Cannabis Company,Bend Cannabis Company,,,,
8/2/2023,Washington,https://lcb.wa.gov/marj/notice_of_recalls,Mandatory,"45140WashingtonOlympic Reef, LLC","Olympic Reef, LLC",,,,
